Network_Reward,Group_A_Reward,Group_B_Reward,tls_1,tls_2,tls_3,tls_4,tls_5,tls_6,tls_7,tls_8
-2210.5,-1178.0,-1032.5,-294.5,-294.5,-294.5,-294.5,-258.125,-258.125,-258.125,-258.125
-2077.0,-1154.5,-922.5,-288.625,-288.625,-288.625,-288.625,-230.625,-230.625,-230.625,-230.625
-2414.5,-1314.0,-1100.5,-328.5,-328.5,-328.5,-328.5,-275.125,-275.125,-275.125,-275.125
-2345.5,-1054.0,-1291.5,-263.5,-263.5,-263.5,-263.5,-322.875,-322.875,-322.875,-322.875
-2302.0,-1241.0,-1061.0,-310.25,-310.25,-310.25,-310.25,-265.25,-265.25,-265.25,-265.25
-2306.0,-1251.5,-1054.5,-312.875,-312.875,-312.875,-312.875,-263.625,-263.625,-263.625,-263.625
-2269.0,-1209.5,-1059.5,-302.375,-302.375,-302.375,-302.375,-264.875,-264.875,-264.875,-264.875
-2505.5,-1260.5,-1245.0,-315.125,-315.125,-315.125,-315.125,-311.25,-311.25,-311.25,-311.25
-2304.0,-1101.5,-1202.5,-275.375,-275.375,-275.375,-275.375,-300.625,-300.625,-300.625,-300.625
-2205.5,-1052.0,-1153.5,-263.0,-263.0,-263.0,-263.0,-288.375,-288.375,-288.375,-288.375
-2230.5,-1245.5,-985.0,-311.375,-311.375,-311.375,-311.375,-246.25,-246.25,-246.25,-246.25
-2107.5,-1111.5,-996.0,-277.875,-277.875,-277.875,-277.875,-249.0,-249.0,-249.0,-249.0
-2329.0,-1240.0,-1089.0,-310.0,-310.0,-310.0,-310.0,-272.25,-272.25,-272.25,-272.25
-2076.5,-1169.0,-907.5,-292.25,-292.25,-292.25,-292.25,-226.875,-226.875,-226.875,-226.875
-1918.5,-1010.5,-908.0,-252.625,-252.625,-252.625,-252.625,-227.0,-227.0,-227.0,-227.0
-1996.5,-1079.5,-917.0,-269.875,-269.875,-269.875,-269.875,-229.25,-229.25,-229.25,-229.25
-2349.5,-1301.0,-1048.5,-325.25,-325.25,-325.25,-325.25,-262.125,-262.125,-262.125,-262.125
-2188.5,-1112.0,-1076.5,-278.0,-278.0,-278.0,-278.0,-269.125,-269.125,-269.125,-269.125
-2172.5,-1161.0,-1011.5,-290.25,-290.25,-290.25,-290.25,-252.875,-252.875,-252.875,-252.875
-2079.0,-1103.5,-975.5,-275.875,-275.875,-275.875,-275.875,-243.875,-243.875,-243.875,-243.875
-2287.5,-1164.5,-1123.0,-291.125,-291.125,-291.125,-291.125,-280.75,-280.75,-280.75,-280.75
-2227.5,-1158.0,-1069.5,-289.5,-289.5,-289.5,-289.5,-267.375,-267.375,-267.375,-267.375
-2233.5,-1118.0,-1115.5,-279.5,-279.5,-279.5,-279.5,-278.875,-278.875,-278.875,-278.875
-2293.5,-1195.5,-1098.0,-298.875,-298.875,-298.875,-298.875,-274.5,-274.5,-274.5,-274.5
-2251.0,-1201.5,-1049.5,-300.375,-300.375,-300.375,-300.375,-262.375,-262.375,-262.375,-262.375
-2128.0,-1168.0,-960.0,-292.0,-292.0,-292.0,-292.0,-240.0,-240.0,-240.0,-240.0
-2123.5,-1118.5,-1005.0,-279.625,-279.625,-279.625,-279.625,-251.25,-251.25,-251.25,-251.25
-2110.5,-1101.5,-1009.0,-275.375,-275.375,-275.375,-275.375,-252.25,-252.25,-252.25,-252.25
-1974.5,-1046.0,-928.5,-261.5,-261.5,-261.5,-261.5,-232.125,-232.125,-232.125,-232.125
-1895.5,-974.5,-921.0,-243.625,-243.625,-243.625,-243.625,-230.25,-230.25,-230.25,-230.25
-2063.0,-1051.0,-1012.0,-262.75,-262.75,-262.75,-262.75,-253.0,-253.0,-253.0,-253.0
-2252.0,-1206.5,-1045.5,-301.625,-301.625,-301.625,-301.625,-261.375,-261.375,-261.375,-261.375
-1892.5,-1011.0,-881.5,-252.75,-252.75,-252.75,-252.75,-220.375,-220.375,-220.375,-220.375
-2025.0,-1023.5,-1001.5,-255.875,-255.875,-255.875,-255.875,-250.375,-250.375,-250.375,-250.375
-2142.0,-1011.5,-1130.5,-252.875,-252.875,-252.875,-252.875,-282.625,-282.625,-282.625,-282.625
-2059.0,-1086.0,-973.0,-271.5,-271.5,-271.5,-271.5,-243.25,-243.25,-243.25,-243.25
-1959.0,-975.5,-983.5,-243.875,-243.875,-243.875,-243.875,-245.875,-245.875,-245.875,-245.875
-2104.5,-1103.0,-1001.5,-275.75,-275.75,-275.75,-275.75,-250.375,-250.375,-250.375,-250.375
-2296.0,-1216.5,-1079.5,-304.125,-304.125,-304.125,-304.125,-269.875,-269.875,-269.875,-269.875
-2249.0,-1102.0,-1147.0,-275.5,-275.5,-275.5,-275.5,-286.75,-286.75,-286.75,-286.75
-2009.0,-1065.0,-944.0,-266.25,-266.25,-266.25,-266.25,-236.0,-236.0,-236.0,-236.0
-2100.0,-1168.0,-932.0,-292.0,-292.0,-292.0,-292.0,-233.0,-233.0,-233.0,-233.0
-2374.5,-1303.0,-1071.5,-325.75,-325.75,-325.75,-325.75,-267.875,-267.875,-267.875,-267.875
-2116.5,-1207.5,-909.0,-301.875,-301.875,-301.875,-301.875,-227.25,-227.25,-227.25,-227.25
-1994.0,-1075.5,-918.5,-268.875,-268.875,-268.875,-268.875,-229.625,-229.625,-229.625,-229.625
-2078.0,-1138.0,-940.0,-284.5,-284.5,-284.5,-284.5,-235.0,-235.0,-235.0,-235.0
-1862.0,-1030.5,-831.5,-257.625,-257.625,-257.625,-257.625,-207.875,-207.875,-207.875,-207.875
-1761.0,-912.0,-849.0,-228.0,-228.0,-228.0,-228.0,-212.25,-212.25,-212.25,-212.25
-2049.0,-1035.5,-1013.5,-258.875,-258.875,-258.875,-258.875,-253.375,-253.375,-253.375,-253.375
-2071.5,-1057.0,-1014.5,-264.25,-264.25,-264.25,-264.25,-253.625,-253.625,-253.625,-253.625
-1847.5,-911.5,-936.0,-227.875,-227.875,-227.875,-227.875,-234.0,-234.0,-234.0,-234.0
-1962.0,-999.5,-962.5,-249.875,-249.875,-249.875,-249.875,-240.625,-240.625,-240.625,-240.625
-2321.5,-1243.0,-1078.5,-310.75,-310.75,-310.75,-310.75,-269.625,-269.625,-269.625,-269.625
-1780.5,-1015.0,-765.5,-253.75,-253.75,-253.75,-253.75,-191.375,-191.375,-191.375,-191.375
-2567.0,-1543.0,-1024.0,-385.75,-385.75,-385.75,-385.75,-256.0,-256.0,-256.0,-256.0
-1728.5,-927.0,-801.5,-231.75,-231.75,-231.75,-231.75,-200.375,-200.375,-200.375,-200.375
-2056.0,-1155.0,-901.0,-288.75,-288.75,-288.75,-288.75,-225.25,-225.25,-225.25,-225.25
-1913.0,-986.0,-927.0,-246.5,-246.5,-246.5,-246.5,-231.75,-231.75,-231.75,-231.75
-1979.0,-1089.5,-889.5,-272.375,-272.375,-272.375,-272.375,-222.375,-222.375,-222.375,-222.375
-1966.0,-1043.5,-922.5,-260.875,-260.875,-260.875,-260.875,-230.625,-230.625,-230.625,-230.625
-1949.5,-1021.0,-928.5,-255.25,-255.25,-255.25,-255.25,-232.125,-232.125,-232.125,-232.125
-1978.5,-1100.5,-878.0,-275.125,-275.125,-275.125,-275.125,-219.5,-219.5,-219.5,-219.5
-2225.5,-1167.0,-1058.5,-291.75,-291.75,-291.75,-291.75,-264.625,-264.625,-264.625,-264.625
-2182.0,-1113.0,-1069.0,-278.25,-278.25,-278.25,-278.25,-267.25,-267.25,-267.25,-267.25
-2013.0,-1107.0,-906.0,-276.75,-276.75,-276.75,-276.75,-226.5,-226.5,-226.5,-226.5
-1972.0,-1067.0,-905.0,-266.75,-266.75,-266.75,-266.75,-226.25,-226.25,-226.25,-226.25
-2156.0,-1161.5,-994.5,-290.375,-290.375,-290.375,-290.375,-248.625,-248.625,-248.625,-248.625
-1990.0,-1042.5,-947.5,-260.625,-260.625,-260.625,-260.625,-236.875,-236.875,-236.875,-236.875
-1949.5,-950.5,-999.0,-237.625,-237.625,-237.625,-237.625,-249.75,-249.75,-249.75,-249.75
-1962.5,-1012.0,-950.5,-253.0,-253.0,-253.0,-253.0,-237.625,-237.625,-237.625,-237.625
-1901.0,-976.5,-924.5,-244.125,-244.125,-244.125,-244.125,-231.125,-231.125,-231.125,-231.125
-2020.5,-1140.0,-880.5,-285.0,-285.0,-285.0,-285.0,-220.125,-220.125,-220.125,-220.125
-1813.5,-871.0,-942.5,-217.75,-217.75,-217.75,-217.75,-235.625,-235.625,-235.625,-235.625
-2106.0,-1173.0,-933.0,-293.25,-293.25,-293.25,-293.25,-233.25,-233.25,-233.25,-233.25
-1994.0,-1070.0,-924.0,-267.5,-267.5,-267.5,-267.5,-231.0,-231.0,-231.0,-231.0
-2155.5,-1045.5,-1110.0,-261.375,-261.375,-261.375,-261.375,-277.5,-277.5,-277.5,-277.5
-2047.5,-1057.0,-990.5,-264.25,-264.25,-264.25,-264.25,-247.625,-247.625,-247.625,-247.625
-1874.5,-942.0,-932.5,-235.5,-235.5,-235.5,-235.5,-233.125,-233.125,-233.125,-233.125
-2230.0,-1092.0,-1138.0,-273.0,-273.0,-273.0,-273.0,-284.5,-284.5,-284.5,-284.5
-1951.0,-1003.0,-948.0,-250.75,-250.75,-250.75,-250.75,-237.0,-237.0,-237.0,-237.0
-1973.0,-1010.0,-963.0,-252.5,-252.5,-252.5,-252.5,-240.75,-240.75,-240.75,-240.75
-2012.0,-1075.5,-936.5,-268.875,-268.875,-268.875,-268.875,-234.125,-234.125,-234.125,-234.125
-2013.5,-1046.0,-967.5,-261.5,-261.5,-261.5,-261.5,-241.875,-241.875,-241.875,-241.875
-1935.5,-1071.5,-864.0,-267.875,-267.875,-267.875,-267.875,-216.0,-216.0,-216.0,-216.0
-2120.5,-1139.5,-981.0,-284.875,-284.875,-284.875,-284.875,-245.25,-245.25,-245.25,-245.25
-1999.5,-999.5,-1000.0,-249.875,-249.875,-249.875,-249.875,-250.0,-250.0,-250.0,-250.0
-1892.0,-961.5,-930.5,-240.375,-240.375,-240.375,-240.375,-232.625,-232.625,-232.625,-232.625
-2005.5,-1027.5,-978.0,-256.875,-256.875,-256.875,-256.875,-244.5,-244.5,-244.5,-244.5
-1976.5,-1114.5,-862.0,-278.625,-278.625,-278.625,-278.625,-215.5,-215.5,-215.5,-215.5
